SentimentText,SentimentPolarity
건조함이 사라지진 않네요.,-1
가격이 부담되고요.,-1
보습 효과 기대됩니다.,0
화이트닝 효과도 있다고 하니 더 기대됩니다.,0
보습력이 채워지지 않아요.,-1
사용하기도 불편합니다. ,-1
다음날까지 촉촉함이 지속되지는 않네요.,-1
촉촉함이 지속되지는 않네요.,-1
촉촉하지 않고 ,-1
진정효과는 크게 없어요.,-1
유통기한도 1년은 좀 짧은듯 합니다. ,-1
건조하고 환절기라 피부가 진정이 필요했는데 촉촉하지 않고 진정효과는 크게 없어요.,-1
진정 효과 기대했는데 효과 없네요.,-1
촉촉하지도 않아요.,-1
제 피부에는 안 맞네요.,-1
자극이 있고,-1
진정효과도 없는 것 같아요.,-1
피부가 빨갛게 올라왔어요.,-1
효과는 없고,-1
자극만 심하네요.,-1
싼 게 비지떡인가봐요.,-1
사용감이 무겁네요.,-1
산뜻하지도 않네요.,-1
얼굴에는 너무 기름진 것 같아요.,-1
별로 효과가 없었어요.,-1
맨들맨들해지지 않네요.,-1
유분이 많아,-1
제형이 끈적거리네요.,-1
사용감이 별로입니다. ,-1
사용기한이 길었으면 좋았을텐데 좀 아쉽네요.,-1
저렴하지는 않아요.,-1
저녁에 마사지하고 자도 아침에 얼굴이 촉촉하지 않아요. ,-1
얼굴이 촉촉하지 않아요. ,-1
부드럽지도 않네요.,-1
"가격이 저렴하고, ",1
"용량도 크고,",1
확실히 용량이 큽니다. ,1
"제형이 뻑뻑하지 않고, ",1
부드럽게 잘 발리네요. ,1
"향은 좀 강하지만, ",-1
촉촉하게,1
수분감이 느껴져요.,1
저한테 딱 맞아서 좋습니다. ,1
저렴하지 않지만,-1
산뜻하지는 않네요.,-1
오일리하고,-1
끈적끈적해요. ,-1
성분도 별로라,-1
마사지용으로만 써야지 영양크림으로는 사용 못 할 거 같아요. ,-1
유통기한이 임박한 제품이라,-1
순하지 않고,-1
촉촉하지도 않아요.,-1
향기도 마음에 안 들고요.,-1
가격이 저렴해서,1
피부 트러블 없고,1
보습도 좋아서,1
효과도 좋았으면 하네요.,0
유분기가 부족해 ,-1
촉촉함이 덜 느껴지네요,-1
부드러운 느낌도 없어요.,-1
향도 제 취향은 아닙니다. ,-1
양이 짐승용량이라서 좋네요.,1
"트러블도 없고,",1
"유통기한도 넉넉하고, ",1
매일매일 데일리로 쓰기에 부담없어요. ,1
가격이 착해서,1
향은 살짝 아쉽네요.,-1
양이 더 넉넉했으면 좋겠어요.,-1
가격도 비싼 편인 거 같고요. ,-1
유분기가 적은 편이라 아쉽네요.,-1
가격 대비 품질이 별로네요. ,-1
용량이 더 컸으면 좋겠어요.,-1
향은 별로인데,-1
피부를 매끈하게 해줘서 좋아요.,1
가격이 저렴해요. ,1
가격이 저렴하지도 않고 ,-1
품질도 좋지 않네요. ,-1
건성피부인 저 한테는 맞지 않습니다.,-1
저 한테는 맞지 않습니다.,-1
온 가족 편하게 사용할 수 있는 제품은 아닌 거 같아요. ,-1
피부가 촉촉하지 않고,-1
매끈하지 않아요. ,-1
건조한 피부에 맞지 않습니다.,-1
유분감이 넘쳐서,-1
끈적거림이 심하네요. ,-1
끈적임이 많아,-1
사용하기 불편합니다.,-1
자극적이지 않고,1
향도 괜찮습니다. ,1
보들보들하니 좋은 거 같습니다.,1
저렴한 가격에,1
양도 많아서 부담 없이 사용할 수 있어서 만족해요. ,1
사용감이 예전만 못한 것 같아요.,-1
제품 품질이 변한 건지,-1
화장에 금방 스며들어 지우지 못하는 것 같고,-1
피부가 뽀송뽀송하지 않아요.,-1
용량이 더 넉넉했으면 좋겠어요.,-1
제품의 질도 별로네요. ,-1
할인을 못 받아 저렴하게 구매하지 못해서 아쉬워요.  ,-1
제조일자가 오래된 제품이 와서 실망스러워요.,-1
촉촉하지 않아요. ,-1
양이 생각보다 작아서 듬뿍 쓰면 금방 다 써요.,-1
피부가 좋아지는지 효과를 잘 모르겠네요.,-1
피부에 자극이 되는 것 같고,-1
매끄러워지지도 않는 느낌이에요.,-1
저랑 안 맞아요. ,-1
붉은 기 진정이 잘 안되네요.,-1
촉촉하지 않아요. ,-1
진정 효과도 없는 거 같아요.,-1
순한 제품이라,1
자극 없고 좋습니다. ,1
투명 비닐에 들어있어서 빛에 의해 영양 성분이 변질되었을까봐 걱정되네요.,-1
에센스 제형이 너무 미끌거려요.,-1
여드름도 아직 진정되는지 잘 모르겠고요.,-1
효과를 기대하며 써보려고 합니다.,0
가격이 저렴하지 않아요.,-1
진정효과도 눈에 확 띄지 않고요.,-1
좁쌀여드름이 안 가라앉아요.,-1
유통기한도 얼마 안 남았어요.,-1
가격도 비싸고,-1
진정효과가 뛰어난지도 잘 모르겠습니다.,-1
건성 피부 타입으로 처음 사용해봤는데 순하지 않고 촉촉하지 않아요. ,-1
순하지 않고,-1
촉촉하지 않아요. ,-1
여름에 쓰기에는 산뜻하지가 않네요.,-1
산뜻하지가 않네요.,-1
가격도 좀 더 저렴했으면 좋겠어요.,-1
촉촉함이 적은 것 같고,-1
트러블도 금방 안 없어져요.,-1
가격대비 별로네요. ,-1
제 피부에는 안 맞는지,-1
효과가 없네요.,-1
유통기한도 길지 않아요.,-1
저렴하게 구매했어요.,1
사용기간도 기네요.,1
수분감이 풍부하고,1
 피부가 놀라보게 좋아보이네요. ,1
피부 진정에 효과가 좋은지는 더 사용해봐야 알 것 같아요. ,0
가격이 비싸서 좀 부담이었지만,-1
저렴한 가격으로 구매해서 좋네요.  ,1
효과도 좋아,1
얼굴에 보습이 잘 되었다는 느낌이 강하네요. ,1
여드름 진정에는 별로 효과를 못 봤고,-1
겨울에는 보습도 약간 부족합니다.,-1
보습도 약간 부족합니다.,-1
얼굴이 촉촉해서,1
효과 좋았으면 좋겠네요.,0
유통기한이 길지 않네요. ,-1
지복합성 피부타입인데 진정 효과가 없네요.,-1
진정 효과가 없네요.,-1
수분력도  부족합니다. ,-1
촉촉하지 않습니다.,-1
가격도 비싸네요.,-1
제형이 끈적이지 않고,1
촉촉함이 오래가고,1
트러블도 금방 가라앉아 좋습니다.,1
가격도 저렴했으면 좋겠습니다.,-1
오래가고,1
"예민한 피부인데 자극이 전혀 없고, ",1
"자극이 전혀 없고, ",1
끈적임도 없어 여름에도 잘 쓰고 있습니다. ,1
"사용기간이 좀 아쉽고, ",-1
가격이 좀 저렴하면 좋을 것 같아요.,-1
진정효과가 있고,1
안색이 맑아집니다. ,1
자극이 있어요. ,-1
에센스는 양이 많아서 줄줄 흘러 옷에 뭍어요. ,-1
트러블이 가라앉지 않네요.,-1
하고 나면 가려워서,-1
자극도 좀 있는 것 같아요. ,-1
다른 데서 더 싸게 파네요.,-1
진정 효과는 다른 제품들이랑 비슷한 것 같아요.,0
민감한 피부에 나쁘진 않네요.,0
에센스가 함유량이 적어,-1
조금 건조해집니다.,-1
에센스 양을 좀 늘려주시면 좋겠어요. ,-1
민감성이라 예민해서 그런지 트러블이 올라오네요.,-1
트러블이 올라오네요.,-1
트러블이 생기니 ,-1
저와는 안 맞는 상품이네요.,-1
촉촉했고,1
에센스도 양도 넉넉했구요.,1
효과는 더 써봐야겠어요.,0
촉촉하고,1
수분감도 엄청나네요.,1
진정효과로 너무 좋아요. ,1
저렴한 가격에 항상 쓰던 팩 잘 샀네요,1
트러블 진정에는 이만한 팩이 없네요,1
사은품 너무 좋아요,1
진정 효과 정말 좋은 거 같습니다. ,1
가격이 맘에 들어 구매했습니다. ,1
건조한 피부라 그런지 팩 사용하고 흡수 다되면 건조해지네요.,-1
건조해지네요.,-1
"에센스 양도 가득하고,",1
"피부가 쫀쫀해지고, ",1
광이 나요. ,1
"여드름이 가라앉진 않는데, ",-1
향이 약간 아쉬운 듯합니다.,-1
품질이 떨어지고,-1
가성비가 좋지 않습니다. ,-1
촉촉하면서,1
피부톤도 맑아지는 느낌이 듭니다.,1
지복합피부인데 평소 피지량 좀 있고 가끔 뾰루지 나는데 세안하고 냉장고에 시원하게 넣어놨다가 붙이면 촉촉하면서,1
보습력도 좋습니다,1
민감성 피부인데 트러블도 없네요,1
트러블도 없네요,1
가격대비 품질이 떨어지네요. ,-1
촉촉하지도 않네요.,-1
꾸준히 사용해야지 효과를 알것 같아요. ,0
보습은 정말 좋은거 같네요 . ,1
 피부가 환해지는거 같습니다. ,1
피부진정효과나 보습은 정말 좋은거 같네요 . ,1
효과가 별로네요.,-1
민감성 피부인데 효과가 하나도 없어요. ,-1
효과가 하나도 없어요. ,-1
돈만 버렸네요.,-1
피부가 부드러워지고,1
끈적한 느낌이 없습니다.,1
은은한 향이라 강하지 않아 괜찮습니다.,1
효과를 기대하며 ,0
피부에 트러블이 없으면 또 구매하겠습니다.,0
냄새가 화학적인 향이 납니다. ,-1
향이 심하네요.,-1
부담스러운 가격에,-1
저렴한 가격은 아니지만,-1
촉촉하지 않고,-1
영양 공급도 잘 안되어 피부 면역력에 도움이 되지 않는 기분입니다. ,-1
피부에 광이 나지 않아서 아쉬워요. ,-1
민감성 피부라 트러블이 많이 나는데 진정 효과가 없네요. ,-1
진정 효과가 없네요. ,-1
가격도 저렴하진 않아요. ,-1
약산성 성분이라 ,0
효과가 없어 아쉽네요.,-1
에센스 함유량이 적어서인지 ,-1
촉촉함이 오래가지 않네요. ,-1
오래가지 않네요. ,-1
진정 효과도 잘 모르겠네요.,0
피부가 부들부들하고,1
트러블도 좀 나아진것 같아서,1
눈에 액체가 들어갈때 있는데 따가우니 조심하시길 바랍니다.,-1
촉촉하지도 않고,-1
개선된 느낌도 잘 모르겠어요. ,0
가격은 저렴하지 않아요. ,-1
가격대비 용량도 적습니다. ,-1
입술이 건조해서 사용해보니 각질이 사라지지는 않네요. ,-1
각질이 사라지지는 않네요. ,-1
효과 기대하며 사용해서 건강한 입술 되면 좋겠어요.,0
에센스가 적어,-1
촉촉함이 없습니다.,-1
꾸준히 사용해서 립케어 해보려구요. ,0
잘 발리지 않고,-1
촉촉하지도 않아요.,-1
가격대비 품질이 안 좋아요.,-1
입술 각질이 사라지지는 않네요.,-1
아직 한 번 사용해서 효과가 없는 것 같아,-1
용량이 너무 작아서 놀랐어요. ,-1
밤에 바르고 잤는데 다음날 촉촉한 느낌이 없네요.,-1
촉촉한 느낌이 없네요.,-1
촉촉하지도 않고,-1
발림성도 좋지 않네요.,-1
보습력이 떨어지고,-1
효과도 없어 만족스럽지 않습니다. ,-1
사은품 넉넉히 챙겨주세요. ,0
"가격, 양, 발림성 모두 좋네요. ",1
"양, 발림성 모두 좋네요. ",1
발림성 모두 좋네요. ,1
"피부가 진정되고, ",1
피부톤이 환해지는 듯합니다.,1
효과는 아직 더 써봐야 알 것 같아요.,0
시원한 느낌은 별로 없어요. ,-1
효과는 계속 써봐야 알 것 같아요.,0
트러블만 안 생기기를 바랍니다.,0
사용감이 별로예요.,-1
촉촉하지도 않고,-1
가성비 별로네요. ,-1
붙이기 어려워 사용하기 불편하고,-1
촉촉해지는 느낌도 없어요. ,-1
가격이 저렴하지 않네요. ,-1
촉촉한 느낌이 덜 하고 ,-1
좀 화끈한 느낌이 있습니다.,-1
평소보단 촉촉함이 있어요.,1
지성 피부인데 바르고 흡수하는데 시간이 오래 걸리네요. ,-1
흡수하는데 시간이 오래 걸리네요. ,-1
피부가 정말 촉촉해요,1
가격도 좋고,1
순해서,1
바르고 자고 일어나면 화장도 잘 먹고 피부결이 매끈해져요,1
촉촉해서,1
건조한 제 얼굴에 수시로 사용해서 예쁜 피부가 됐으면 좋겠습니다.,0
밤마다 바르고 자니 아침에 촉촉하고 ,1
탄력 있어져서 기분이 좋습니다,1
가격도 저렴합니다. ,1
행사 할 때 저렴하게 샀네요 ,1
유통기한 25년까지 길어서 좋습니다,1
대용량이 아니라 아쉽네요,-1
촉촉한 느낌이 없고 ,-1
향도 별로네요.,-1
 당김이 살짝 있고,-1
촉촉한 느낌이 덜하네요.,-1
구성이 좀 아쉽긴하네요. ,-1
사은품 더 많이 챙겨주시면 좋겠습니다.,0
건조한 요즘 밤에 듬뿍 발라 속건조 챙기려하는데 당김이 살짝 있고 촉촉한 느낌이 덜하네요. ,-1
피부가 촉촉하고,1
얼굴이 맑아 지는 듯 해서,1
피부 당김이 있고 ,-1
쫀득쫀득함이 오래가지도 않았어요.,-1
오래가지도 않았어요.,-1
수부지 타입인데 저랑 안 맞았어요. ,-1
저랑 안 맞았어요. ,-1
겨울에 사용하기에도 별로예요.,-1
수분이 부족한지 ,-1
촉촉하지 않네요.,-1
용량도 많지 않고요.,-1
용량대비 가격 비싸요. ,-1
향도 상쾌한 향은 아니네요. ,-1
샘플도 용량이 적어 아쉽네요.,-1
용량이 적어 아쉽네요.,-1
"피부 겉은 보습 되는데, ",1
속까지 보습 효과는 좀 더 써봐야 알 수 있을 것 같아요.,0
"발림성 좋고, ",1
향도 은은하게 좋습니다.,1
가격이 좀 저렴했으면 합니다.,-1
 피부가 확실히 매끈해졌어요.,1
맨들맨들하고 ,1
촉촉해졌어요. ,1
제형도 부드럽고 ,1
시원한 느낌이 들어서 바르기 좋네요. ,1
크리미하게 발리고,1
제형이 쫀쫀합니다.,1
덧발라주고 잠드는데 아침에 일어나면 건조한 거 같아요. ,-1
건조한 거 같아요. ,-1
자극도 있는 거 같고요.,-1
촉촉해요. ,1
여름에 필수템이네요. ,1
시원한 쿨링 효과까지 있습니다.,1
향은 별로지만 ,-1
촉촉해서 수분크림이 필요 없어요.,1
촉촉한 팩이 필요하면 이 제품 추천합니다. ,1
양이 적어서 아쉬워요.,-1
상품 품질이 별로입니다.,-1
할인을 못 받았더니 비싼 가격에 구매한 거 같아요.,-1
저녁에 바르고 자면 아침에 촉촉한 느낌이 없어요.,-1
촉촉한 느낌이 없어요.,-1
예민한 수분 부족형 지성인데 사용하기 좋습니다. ,1
요즘처럼 습한 날씨에도 불구하고 수분을 가득 채워주고,1
수분을 가득 채워주고,1
잔여물이 얼굴에 남지 않게 깔끔하게 흡수되서 좋아요.,1
부드럽게 발리지 않고,-1
촉촉함이 덜하고,-1
산뜻함도 없네요. ,-1
얼굴도 환해짐을 못 느끼고 아쉽습니다.,-1
하루종일 촉촉함이 덜하고 ,-1
향도 안 좋고,-1
피부에 바로 흡수가 잘 안되네요.,-1
피부가 보들보들하지 않아요.,-1
자기 전에 바르기만 하면 되니까 편해서 좋아요. ,1
"흡수도 바로 되고,",1
피부가 보들보들 촉촉해요.,1
촉촉해요.,1
샘플을 많이 보내주셨어요. ,1
아주 촉촉하고,1
발림성 좋고,1
향도 전형적인 화장품 냄새가 좋습니다,1
바르고 자면 되니까 편하고 좋습니다,1
끈적임 없이 ,1
바로 흡수 되니까 좋습니다,1
아침 세안 후 보들보들 촉촉함이 느껴져서 만족합니다. ,1
촉촉함이 느껴져서 만족합니다. ,1
가격이 저렴해지면 더 좋겠어요.,-1
수분부족이라서 ,-1
따끔한 거 같은데,-1
수분이 충족되지 않네요. ,-1
촉촉하지 않고,-1
순하지도 않네요. ,-1
건조하고,-1
잘 스며들지도 않습니다.,-1
전 복합성에 지루성인데 저랑 안 맞아요.,-1
저랑 안 맞아요.,-1
좀 땡기긴 하네요. ,-1
촉촉함이 덜하고,-1
피부 좋아지는게 없어 아쉽네요. ,-1
유분기가 없다보니 ,-1
요즘 날씨엔 바르면 좀 땡기긴 하네요. ,-1
가격은 비싼데 ,-1
효과는 별로 없어요. ,-1
피부톤도 화사해지지 않습니다.,-1
저렴하게 잘 구매했어요.,1
피부가 쫀쫀해지는 느낌이에요.,1
가격이 있는 편이라,-1
불편하긴 합니다.,-1
미백 관리 하고 싶을때 한 번씩 해 주면 좋은 것 효과가 있는 것 같네요. ,1
즉각적으로 뽀얀 느낌 나는데,1
오래가진 못하지만 ,-1
꾸준히 하면 미백에 효과는 있을 것 같습니다. ,1
가격이 비싸서 ,-1
가격은 좀 저렴해지면 좋을 것 같아요. ,-1
다른 제품에 비해 비싼데,-1
생각만큼의 미백 효과는 잘 모르겠습니다. ,-1
가격이 저렴했으면 좋겠어요.,-1
피부 톤이 개선되는 효과를 기대하며 계속 사용해 보겠습니다.,0
부담되는 가격이라,-1
가격에 비해 효과는 눈에 보이지 않네요.,-1
수분이 충만하지도 않고 ,-1
촉촉하지도 않습니다.,-1
가격대가 있어서 부담스럽지만 ,-1
가격대비 효과는 아쉽네요. ,-1
유수분이 부족한지,-1
촉촉하지 않아요. ,-1
"피부도 촉촉해진 것 같지 않고, ",-1
사용하기도 약간 불편하네요. ,-1
피부에 비타민이 충만해졌는지 잘 모르겠네요. ,0
사실 싼가격은 아니예요.,-1
1+1 할때 저렴하게 샀는데 벌써 다 쓰고 또 구매하네요.,1
비싸긴 해도 ,-1
시원해서 열감도 빨리 빠지고 ,1
 촉촉함이 바로 나타나네요. ,1
"일주일에 세네번 하면 보습관리,모공관리는 가능한거 같네요.",0
사용하기 어려운 거 같아요.,-1
쿨링감이 좋은지 모르겠어요.,-1
정가 주고 샀는데 비싼 거 같아요.,-1
비싸서 매일 쓰지도 못하지만,-1
가끔 쓸 때도 보습이 약해서 별로인 거 같아요.,-1
가격은 비싸지만 ,-1
진정 효과 없습니다. ,-1
효과는 없는 것 같습니다.,-1
사용기한도 짧네요.,-1
피부를 진정시키는 효과는 적은 듯 합니다.,-1
"가격은 비싸고,",-1
피부도 매끄러워지는 것 같지 않네요.,-1
할인을 해도 가격대가 있어요. ,-1
홍조가 올라오면 효과 있을지 기대해볼게요.,0
비싼 감이 있지만,-1
세일 없이 비싸게 주고 샀습니다.,-1
수분감이 적고 ,-1
건조해지는 것 같습니다. ,-1
세럼 양이 좀 더 많았으면 좋겠어요.,-1
피부에 자극도 있네요. ,-1
얼굴빛이 밝아지고,1
촉촉함이 너무 좋네요.,1
촉촉하네요. ,1
사용하기 불편합니다. ,-1
쿨링 효과는 오래 가네요.,1
"많이 차갑지는 않은데, ",-1
꽤 오래가요.,1
 성분도 의외로 좋지는 않은 것 같습니다.,-1
오래 가네요.,1
자극성은 있지만,-1
트러블 잘 나는 피부에도 자극 없이 쓰고 있습니다. ,1
피부가 환해지고 좋은 것 같습니다.,1
피부가 쫀쫀해 지는 느낌이 들어요. ,1
 제형이 좀 흘러내리는거 같아서 누워있어야 해서 좀 불편한데,-1
 노랑색 ㅇㅇㅇ의 경우 확실히 하고 나면 얼굴이 밝아지는 느낌이 들어요. ,1
가격이 조금 있어서,-1
가격만 저렴해지면 더 좋겠습니다.,-1
냉장고에 넣어 두었다가 사용하면 더 시원해서 좋습니다.,1
차가움이 느껴지지 않았어요. ,-1
가격대가 있는 편이라,-1
1+1 행사지만 비싸게 느껴지더라고요.,-1
저에게는 안 맞는지 트러블이  올라오네요. ,-1
트러블이  올라오네요. ,-1
피부가 탱탱해지는 것도 못 느끼겠고,-1
피부톤도 환해지는 것도 없습니다. ,-1
트러블이 없었다면,-1
가격이 비싸더라도,-1
좋은가격에 득템한것 같네요.  ,1
보습력이 탁월하고 ,1
촉촉하니 좋아요.  ,1
에센스 제형이  조금씩 흘러내리는 ,-1
미백효과가 좋은지는 잘 모르겠네요.,0
촉촉한 것 같습니다.,1
가격은 비싸네요.,-1
촉촉하고,1
트러블 없고,1
들뜬 피부도 바로 진정시켜줘서 좋습니다.,1
피부가 좋아보입니다.,1
구성은 살짝 아쉽네요.,-1
사용하기가 약간 불편하네요.,-1
피부가 촉촉하지 않네요.,-1
"가격 대비 용량이 적은 듯하고, ",-1
유통기한이 임박한 제품이라 많이 실망입니다.,-1
가격도 비싸게 느껴지고,-1
사용하기도 불편합니다.,-1
저렴하고 ,1
유통기한 넉넉해서 좋아요. ,1
촉촉함이 덜하네요. ,-1
한방 향이 강하고 ,-1
용량이 적은게 아쉽습니다. ,-1
바르고 자면 다음날 촉촉함이 덜하네요.,-1
보습력이 좋아서,1
피부가 건조하지 않네요 . ,1
친정엄마도 사용해 보시고는 효과 좋다고 하셔서 같이 구입했네요 .,1
효과는 없는 거 같아요. ,-1
용량 대비 가격이 별로네요. ,-1
냄새가 안 좋고,-1
유통기한이 짧아요.,-1
생각 보다 사용하기 불편하네요.,-1
"촉촉하지도 않고, ",-1
" 가격도 비씨고, ",-1
샘플도 하나도 없어 아쉽네요.,-1
건조한 편이라 일주일에 세 번 정도 하고 자는데 촉촉한지는 모르겠어요.,-1
촉촉한지는 모르겠어요.,-1
샘플을 넉넉히 주시지 않은 점도 아쉽고요. ,-1
건조한 거 같아요.,-1
유통기한이 2024.12까지 넉넉한 상품입니다.,1
유통기한 충분히 남은,1
가장 저렴한 상품이네요.,1
효과도 말 안해도 좋길 기대합니다.,0
건조함이 살짝 있고 ,-1
촉촉한 느낌이 덜하네요.,-1
가격도 오프라인보다 비싸게 구입했습니다. ,-1
저녁에 스킨케어 마지막에 바르고 자면 아침에 건조함이 살짝 있고 촉촉한 느낌이 덜하네요.,-1
"피부가 촉촉하지 않고, ",-1
건조하네요. ,-1
"유분기가 부족한 거 같고, ",-1
향도 옅어진 거 같아 아쉬워요.,-1
가격도 비싼 듯하네요.,-1
"저녁 세안 후에 듬뿍 바르고 자고 일어났는데, 피부가 촉촉하지 않고, 건조하네요.",-1
피부가 부드러워지고,1
촉촉한 느낌입니다.,1
효과를 기대하며,0
피부 트러블이 없어서 좋습니다.,1
피부 자극도 적고,1
사용하기도 편하고,1
효과도 좋습니다.,1
블랙 헤드도 없어져서 좋습니다.,1
가격이 조금 저렴해지면 좋겠습니다.,-1
상품 품질이 좋아요.,1
트러블 없어서 좋고 ,1
얼굴 피부가 매끈하니 너무 좋습니다. ,1
샘플이 없어서 아쉬워요.,-1
얼굴이 번들거리고 ,-1
끈적임이 있다고 하네요.,-1
흡수도 잘 안 되고,-1
끈적거려요.,-1
샘플도 넉넉히 주면 좋겠습니다.,0
핸드크림으로도 사용하고 있어요.,1
유분이 적고,1
흡수도 잘 되면서 ,1
수분공급하기 좋아요.,1
양도 많아서,1
가성비가 좋다고 생각하는 제품인데 ,1
세일가로 사서 좋습니다. ,1
사은품도 OO팩 샘플로 받아서 좋아요.,1
보습력이 별로인 거 같아요.,-1
건조한 거 같아요.,-1
사용기한도 길고 좋습니다.,1
증정용은 본품하고 다르게 뚜껑 열면 보호 캡이 없어서 실망스러웠어요. ,-1
향에서는 한방 느낌이 진하게 나서 별로예요.,-1
생각보다 촉촉함이 느껴지지 않아요. ,-1
샘플도 넉넉하지 않아서 나눠쓸 수 없어 아쉬웠어요.,-1
촉촉하지도 않고,-1
부드러워진 느낌도 없네요.,-1
잠자기 전에 바르고 자고 다음날 아침에 씻고나면 촉촉하지도 않고 ,-1
ㅇㅇㅇ 용기가 다른데 리뉴얼 됐는지 용기색이 더 연해졌네요. ,0
유통기한은 길어요.,1
저렴해서 여기에서 사길 추천드립니다. ,1
바르고 자면 아침에 유분기가 가득해요.,-1
"가격이 비싸 부담스러운데, ",-1
샘플 많이 주시면 좋을 듯 합니다.,0
자극도 없고 ,1
향도 좋고,1
순해서,1
한방 향도 적당해서 좋습니다.,1
다른 곳에 비해 비교적 저렴하게 구매했어요,1
촉촉하지 않고,-1
흡수력도 느린 거 같아요.,-1
유통기한도 얼마 남지 않은 제품이네요.,-1
용량대비 가격 비싸요. ,-1
건성 피부라 그런지 얼굴 땡김 있습니다.,-1
얼굴 땡김 있습니다.,-1
향도 아쉽네요.,-1
촉촉하지도 않아요. ,-1
여름에도 무거운 느낌이 있어 잘 안 쓰고요. ,-1
보습력이 부족해요.,-1
남 여 공용으로도 다 사용하기엔 별로네요. ,-1
촉촉하지 않고,-1
피부가 윤기나는 느낌이 없네요. ,-1
당김이 살짝 있습니다. ,-1
바르고 씻지 않아도 돼서 사용하기 편한 걸로 으뜸이네요.,1
끈적임 없이 ,1
발림성도 좋고,1
촉촉한 피부 느낌이라,1
"제형 질감은 무겁고, ",-1
"사용감은 뻑뻑한 편이고, ",-1
향은 솔잎향이  느껴지네요.  ,0
아직까지는 사용한 날과 그렇지 않는 날의 큰 차이는 없는 것 같습니다.,-1
순하고,1
트러블도 없고,1
촉촉함도 오래 유지됩니다.,1
오래 유지됩니다.,1
본품 용량 만큼 구성 샘플도 있어서 좋았고,1
저렴하게 구매했습니다.,1
가격이 비싸요. ,-1
용량도 가격대비 적습니다.,-1
샘플도 용량이 적습니다. ,-1
용량이 적습니다. ,-1
촉촉함이 남아 있지는 않네요.,-1
피부 촉촉함이 덜 합니다. ,-1
제형이 너무 묽어,-1
바르기에 불편하고,-1
효과도 없는것 같아요,-1
악건성인데 얼굴 당김이 살짝 있습니다.  ,-1
얼굴 당김이 살짝 있습니다.  ,-1
바르고 자고 일어나니 피부 촉촉함이 덜 합니다.,-1
크림보다 보습력이 약해요. ,-1
촉촉함이 느껴지지 않아서 추천하지 않습니다.,-1
바르고 잤는데 다음날 피부 건조함이 느껴지네요.,-1
피부 건조함이 느껴지네요.,-1
촉촉함도 없고,-1
얼굴도 보송하지 않습니다. ,-1
건조할때 기초화장 후 얼굴에 바르고 자면 다음날 세안후 촉촉함도 없고 얼굴도 보송하지 않습니다.,-1
얼굴에 바르고 자면 다음날 세안후 촉촉함도 없고 얼굴도 보송하지 않습니다.,-1
 특유의 향이 나는데,0
건성피부인데 바르니 촉촉하니 좋아요.,1
촉촉하니 좋아요.,1
발림성도 좋고,1
양도 많아서 넉넉히 잘 쓰고 있네요.,1
생각보다 피부가 부드러워지지 않아요. ,-1
무거운 느낌의 슬립핑팩입니다. ,-1
샘플이 다양하게 오지 않아서 아쉬워요. ,-1
효과는 잘 모르겠고,0
가격도 좀 더 저렴해지면 좋을 듯합니다. ,-1
가격도 저렴하지 않고 ,-1
용량도 아쉽지만 ,-1
효과 기대해 봅니다.,0
부드럽게 발리지 않고,-1
끈적임도 살짝 있네요.,-1
용량이 너무 적어서 아쉽네요. ,-1
건조한 얼굴에 효과가 없어 아쉽네요. ,-1
가격은 비싼편이에요.,-1
용량도 적고,-1
제조년월이 좀 지난 상품이 와서 아쉽네요.,-1
피부도 촉촉해지지 않네요. ,-1
피부가 부드럽지 않네요.,-1
제형이 너무 묽습니다.,-1
피부에 윤기 도는 느낌도 없고 ,-1
촉촉함도 거의 없습니다. ,-1
비싼 가격에 구매했는데,-1
상품 품질도 안 좋아요.,-1
잘 발리지 않아,-1
피부가 촉촉하지 않네요.,-1
싸지 않은 가격에 ,-1
용량도 적어 무지 아쉽네요.,-1
"자기 전 바르고 아침에 일어났는데, 피부가 촉촉하지 않네요. ",-1
촉촉하니 반질반질 좋습니다.,1
반질반질 좋습니다.,1
가격만 좀 저렴했으면 좋겠어요.,-1
자기전에 듬뿍 발라주면 아침에 촉촉하니 반질반질 좋습니다,1
피부가 살짝 당기는 느낌이네요.,-1
"용량도 아쉽고, ",-1
가격도 좀 저렴해지면 좋을 것 같아요.,-1
사은품도 없어서 아쉽네요.,-1
가격도 비싸고,-1
양도 적고,-1
향도 제 취향은 아니네요. ,-1
사은품도 하나도 보내주지 않아 아쉽네요.,-1
한방 냄새가 강하고 ,-1
끈적함이 있고,-1
촉촉함이 살짝 아쉽습니다.,-1
끈적이고 ,-1
묻어나서,-1
데일리로 매일 쓰기에는 별로예요. ,-1
촉촉한 느낌도 없어요.,-1
아침에 일어나면 촉촉한 느낌도 없어요.,-1
 효과가 맘에 들고 ,1
촉촉해서,1
팩을 하고 이삼일에 한번씩 수면팩으로 쓰고있는데 다음날 효과가 달라요. ,1
매끈해 지는 느낌이 있고,1
얼굴도 탄력이 생기는듯 ,1
가격은 조금 비싸지만 ,-1
가격이 비싸서 부담스럽네요. ,-1
용량도 적어서 ,-1
촉촉함이 하나도 없네요.,-1
사용하고 아침에 일어나면 촉촉함이 하나도 없네요.,-1
"흡수가 잘 안되고, ",-1
용량도 많지 않아 아쉽네요.,-1
용량이 아쉽네요. ,-1
가격도 부담스럽고요. ,-1
향은 무향이었으면 좋았을 것 같아요.,-1
